演员,平均分,部数
李诚洁,5.93,3
唐一菲,5.92,13
杨亚,5.92,5
马雅舒,5.92,23
披拉·尼迪裴善官,5.92,6
刘一含,5.92,13
姜瑞佳,5.92,5
柳岩,5.92,16
周宸佳,5.92,5
许圣楠,5.92,11
侯梦莎,5.92,9
康馥麟,5.92,4
周绍栋,5.92,6
张璇,5.91,17
田雷,5.91,9
李超,5.91,9
王翔弘,5.91,8
张超,5.91,11
刘新渝,5.9,1
舒丽,5.9,1
张昊翔,5.9,1
袁子皓,5.9,2
李方之,5.9,1
张家豪,5.9,2
铁鹤,5.9,1
庞庸之,5.9,1
杨璐,5.9,1
李威尹,5.9,1
吴思佳,5.9,1
杜明珠,5.9,1
赵熠洋,5.9,1
韩雨烨,5.9,1
吴宗宪,5.9,1
高海宁,5.9,1
张文明,5.9,1
张启乐,5.9,1
连静雯,5.9,2
姚建明,5.9,5
于文,5.9,1
侣萧,5.9,1
任晗,5.9,5
魏天宇,5.9,1
吴东明,5.9,1
郑雪儿,5.9,1
李菲,5.9,1
戴军,5.9,6
麦克隋,5.9,1
张梓烈,5.9,2
张永智,5.9,1
吴立琪,5.9,1
陈凯琳,5.9,1
柯国庆,5.9,1
黄智雯,5.9,1
漆雕轶柔,5.9,1
何佩瑜,5.9,1
陈涛,5.9,3
曾江,5.9,12
刘杰毅,5.9,2
于春,5.9,2
李峻贤,5.9,1
小蝶,5.9,1
程子瑞,5.9,1
黄泗维,5.9,1
文山十,5.9,1
陈震,5.9,2
张雅玫,5.9,2
窦骁,5.9,2
李立,5.9,10
郑爽,5.9,27
陈希,5.9,2
郭柯宇 Ke-Yu Guo,5.9,1
王建新,5.9,17
张芯瑜,5.9,3
胡胜锋,5.9,1
杨渝渝 Yuyu Yang,5.9,1
刘泊潇,5.9,2
孟阿赛,5.9,4
许铂岑,5.9,2
袁彩云,5.9,1
郑渊洁,5.9,1
林利霏,5.9,1
沈兰,5.9,1
杨怀民,5.9,1
邵路雅,5.9,1
马文强,5.9,1
陈海,5.9,1
李运,5.9,1
靳君,5.9,1
刘怡,5.9,1
大左,5.9,4
石泰铭,5.9,1
王洪梅,5.9,1
柳海龙,5.9,1
张艳冰,5.9,2
程门丽雪,5.9,1
郝云,5.9,1
赖琳恩,5.9,1
柳明轩,5.9,1
王唯伊,5.9,1
林宰范,5.9,1
朴珍荣,5.9,1
王嘉尔,5.9,1
斑斑,5.9,1
段宜恩,5.9,1
金有谦,5.9,1
崔荣宰 Young Jae Choir,5.9,1
李庚,5.9,1
孙启超,5.9,1
梦秦,5.9,1
王阳明,5.9,5
牛超,5.9,1
吴宇伦,5.9,1
陈学宇,5.9,1
项裕,5.9,1
李汶翰,5.9,3
邢正,5.9,1
黄一晗,5.9,1
梁星,5.9,1
刘广楠,5.9,1
胥渡,5.9,1
刘美娟,5.9,1
徐新宇,5.9,1
靳梦楠,5.9,1
姜尘,5.9,5
王超帏,5.9,1
吴曼思,5.9,1
李道君,5.9,1
姜远洋,5.9,1
卫羽,5.9,1
陈思斯,5.9,9
董子鸣,5.9,1
高艺,5.9,1
伍咏薇,5.9,1
虞文涛,5.9,2
李柏谊,5.9,1
魏中凯,5.9,1
季芹,5.9,2
陈一榕,5.9,1
佟梦实,5.9,5
曲双双,5.9,3
何超,5.9,2
容祖儿,5.9,1
谢娜,5.9,10
曹雪,5.9,2
何达,5.9,6
周知,5.9,6
蒋爱娃,5.9,1
王毅,5.9,1
赖薇如,5.9,1
程瑶瑶,5.9,1
王皓祯,5.9,1
王晓迪,5.9,1
张冰,5.9,1
冯晓江,5.9,2
冯琬晴,5.9,1
祖白旦·阿布都哈力克,5.9,1
陈山聪,5.9,1
彭国斌,5.9,1
王敏奕,5.9,1
周钢,5.9,1
胡文珊,5.9,1
鲁冠廷,5.9,1
李昊翰,5.9,5
江语晨,5.9,5
梁烈唯,5.9,1
黄少祺,5.89,17
李欣汝,5.89,8
庹宗华,5.89,14
杜宁林,5.89,14
陈紫函,5.89,32
严屹宽,5.89,38
何云伟,5.88,5
吴任远,5.88,5
刘科,5.88,5
任学海,5.88,9
王琦,5.88,5
朱婷,5.88,4
邱心志,5.88,26
吴庆哲,5.88,12
李欣聪,5.88,5
李金铭,5.88,11
盖美,5.88,5
徐洁儿,5.88,10
张雨剑,5.87,7
戚玉武,5.87,3
甘婷婷,5.87,29
方安娜,5.87,11
乔大韦,5.87,3
唐艺昕,5.87,15
贺镪,5.87,17
唐嫣,5.87,29
李霆,5.87,3
唐曾,5.87,7
陈奕龙,5.87,4
于果,5.87,3
张培,5.87,3
董维嘉,5.87,10
柏栩栩,5.87,3
肖荣生,5.87,7
邱泽,5.87,7
聂子皓,5.86,5
乔任梁,5.86,13
苗驰,5.86,5
程诚,5.86,7
陈一诺,5.85,2
陈慧珊,5.85,4
孙嘉一,5.85,2
尚大庆,5.85,2
张海宇,5.85,2
徐光,5.85,4
温碧霞,5.85,4
刘恒宇,5.85,4
张馨元,5.85,2
唐菀,5.85,2
李欣冉,5.85,2
辛瑞琪,5.85,2
李晓枫,5.85,2
周秀娜,5.85,4
崔嵩,5.85,4
纳伊莎,5.85,2
周丽淇,5.85,4
靳德茂,5.85,2
付嘉,5.85,4
刘梓妍,5.85,4
袁晓旭,5.85,2
王子辰,5.85,2
袁琢,5.85,2
安钧璨,5.85,2
周艺华,5.85,2
黄嘉乐,5.85,2
吴建飞,5.84,8
何琢言,5.84,8
郝率,5.84,5
谭俊彦,5.84,5
张檬,5.84,30
赵慧仙,5.84,5
华娇,5.84,5
王一,5.84,5
戚薇,5.84,20
王红梅,5.84,5
任大为,5.83,3
陈玺旭,5.83,3
康恩赫,5.83,3
崔钟,5.83,3
刘凯,5.83,3
巴宁,5.83,3
王修泽,5.83,3
梁宝羚,5.83,3
王龙华,5.83,3
鞠婧_,5.82,5
李健仁,5.82,4
鲁诺,5.82,6
迟志强,5.82,4
崔鹏,5.82,6
李嘉明,5.82,9
姚刚,5.81,20
樊少皇,5.81,15
芦鑫,5.8,1
程金铭,5.8,1
孟菲,5.8,1
张丹妮,5.8,1
郭富城,5.8,1
黄坤玄,5.8,1
苏小玎,5.8,1
李乐辰,5.8,1
秦浩,5.8,1
肖菁菁,5.8,1
翁芳华,5.8,1
房晓航,5.8,1
许君聪,5.8,1
秦戈,5.8,1
游涌,5.8,3
钟林,5.8,1
汤寅,5.8,1
张明磊,5.8,1
丁子峻,5.8,12
苗存毅,5.8,1
戴景耀,5.8,2
李阔,5.8,1
牛北壬,5.8,2
孙丽丽,5.8,1
黄一琳,5.8,10
聂娥,5.8,1
胡建盛,5.8,1
孙娜,5.8,1
冯德伦,5.8,1
王鑫尧,5.8,2
郑楠,5.8,1
宋彦承,5.8,1
苏皓,5.8,1
王盛德,5.8,1
张继红,5.8,1
李敏镐,5.8,1
毛坚,5.8,1
叶梓萱,5.8,1
付磊,5.8,1
冯凇凇,5.8,2
李红磊,5.8,1
肖阳,5.8,2
于咏琳,5.8,1
陆明君,5.8,1
张钧译,5.8,1
尤靖茹,5.8,6
张晓晨,5.8,18
郭旺,5.8,3
郑亚,5.8,1
韩佳蓝,5.8,1
杨正炜,5.8,1
王余昌,5.8,1
王妍妍,5.8,1
徐正廷,5.8,1
李珊珊,5.8,1
梁小冰,5.8,1
吉丽,5.8,2
孙聪,5.8,1
刘心悠,5.8,7
杨凯茗,5.8,1
汪彪,5.8,2
刘柏南,5.8,1
查美竹,5.8,1
葛兆梅,5.8,1
马熙米,5.8,1
徐朝,5.8,1
王畅唱,5.8,4
周迪,5.8,1
李佳伟,5.8,1
张永琪,5.8,1
张水礼,5.8,1
海佟,5.8,1
陶立新,5.8,1
程龙,5.8,1
贺峻霖,5.8,1
程天赐,5.8,1
安韩瑾,5.8,1
张懿,5.8,1
宁子,5.8,3
吴禺男,5.8,1
甘薇,5.8,1
孙晓伦,5.8,1
陈烨林,5.8,1
胡一天,5.8,2
金泊含,5.8,1
田振崴,5.8,1
张帅,5.8,1
袁雨萱,5.8,1
胡天阳,5.8,2
李易辰,5.8,2
马德丫,5.8,1
张诚源,5.8,1
李贝,5.8,1
黄燎原,5.8,1
李东恒,5.8,1
樊驿宁,5.8,1
葛施敏,5.8,1
沈朝杰,5.8,1
刘国敬,5.8,1
杨忠宝,5.8,1
韩淼,5.8,1
向能青,5.8,1
李东洪,5.8,1
高成俊,5.8,1
张玺,5.8,2
戴小轶,5.8,1
冯蝶,5.8,1
林柏成,5.8,2
孙诗皓,5.8,1
蔡昕冉,5.8,1
陆彭,5.8,4
刘笑歌,5.8,2
金康宇,5.8,1
李钟赫,5.8,1
王晓凡,5.8,1
高阳,5.8,1
谢瓦,5.8,1
丁圣,5.8,1
马志威,5.8,1
布伟杰,5.8,1
梁祖尧,5.8,1
赵宁宇,5.8,1
何浩文,5.8,1
Baby John,5.8,1
连诗雅,5.8,1
庄东昕,5.8,1
钟希汶,5.8,1
火线,5.8,1
J Arie,5.8,1
大山,5.8,1
陈昱霖,5.8,1
何索,5.8,1
华栖龙,5.8,1
梁小龙,5.8,2
朴志胤,5.8,1
丹增曲杰,5.8,1
朴信惠,5.8,1
舒友民,5.8,1
朴真宇,5.8,1
白利卫,5.8,3
刘子鹤,5.8,1
高毅,5.8,1
晋美仁增,5.8,1
张歆莹,5.8,1
闫飞龙,5.8,1
于子洋,5.8,1
关_,5.8,1
王艺博,5.8,1
曲虎,5.8,1
景宜,5.8,1
敕丽,5.8,1
冯文娟,5.8,3
李季,5.8,1
肖轶,5.8,3
蒋毓玮,5.8,1
王祉萱,5.8,4
张曦文,5.8,6
杨景诚,5.8,1
卢洋洋,5.8,1
蒋博伦,5.8,1
蔡徐坤,5.8,1
范植伟,5.8,3
黄溢凯,5.8,1
袁布,5.8,2
李羿希,5.8,1
赵俊泽,5.8,1
郭超,5.8,2
纪子轩,5.8,1
沈光炜,5.8,1
张铭轩,5.8,1
高龙妹,5.8,1
王咨越,5.8,1
张茗灿,5.8,1
林申,5.8,1
许冰,5.8,1
肖央,5.8,1
康宁,5.8,5
韩嘉斌,5.8,1
邱波,5.8,1
徐天星,5.8,1
张皓承,5.8,1
马樱侨,5.8,1
郝荣光,5.8,1
尼利特龙,5.8,1
闫鹿杨,5.8,1
庞潇,5.8,1
刘奕畅,5.8,1
王太利,5.8,1
田重,5.79,7
曹征,5.78,12
郭家豪,5.78,6
秦俊杰,5.78,12
吕晶晶,5.78,4
于小磊,5.78,4
林江国,5.78,19
付辛博,5.78,10
高一清,5.78,5
王浩钧,5.78,4
陈伟霆,5.78,10
刘锐,5.78,4
阿朵,5.78,4
尹航,5.77,6
谢楠,5.77,3
班杰明,5.77,3
潘之琳,5.77,13
黄丽娅,5.77,3
李智楠,5.77,11
左金珠,5.77,6
程砚秋,5.77,6
张笑君,5.77,12
赵悦童,5.77,3
安以轩,5.76,26
包文婧,5.76,5
高梓淇,5.76,9
于震,5.76,54
陈彦妃,5.76,11
万潼,5.75,2
李渊,5.75,2
张瑞希,5.75,2
刘剑羽,5.75,2
来源,5.75,2
徐峰,5.75,2
韩马利,5.75,2
栾元晖,5.75,4
金晶,5.75,4
张琪,5.75,4
魏巍,5.75,8
黄得生,5.75,2
赵子靓,5.75,2
张津铭,5.75,2
金钊,5.75,2
宗峰岩,5.75,34
吴晴,5.75,2
赵越,5.75,11
韦家雄,5.75,2
倪景阳,5.75,10
叶剑卫,5.75,2
杜燕歌,5.75,2
刘馨圆,5.75,2
黄景瑜,5.75,2
李湘,5.75,4
狄龙,5.75,6
徐飒,5.75,4
文松,5.75,2
王艺嘉,5.75,2
丁程鑫,5.75,2
刘波,5.75,8
李璐茜,5.75,2
赵魏,5.75,4
张柏嘉,5.75,2
周博文,5.75,2
白珊,5.74,10
闫学晶,5.74,31
高洋,5.74,14
苏青,5.73,9
李远,5.73,3
符荷晴,5.73,3
秦雪,5.73,3
陈昊宇,5.73,3
曹艳艳,5.73,6
杨蓉,5.73,29
洛葳,5.73,9
陈键锋,5.72,13
高昊,5.72,13
张赫,5.72,4
马德钟,5.72,10
戚九洲,5.72,4
李军,5.72,4
那家威,5.72,4
郝好,5.72,4
曾舜_,5.72,4
王萌黎,5.72,5
黄宥明,5.72,20
马可,5.72,18
张勋杰,5.72,5
何炅,5.72,5
龚蓓_,5.71,14
李昊臻,5.71,7
芦芳生,5.71,14
李泰,5.71,13
吴得心,5.7,1
姜浩严,5.7,1
王润泽,5.7,2
冯茗惊,5.7,1
张昊唯,5.7,5
季东然,5.7,1
高丽雯,5.7,2
柴蔚,5.7,3
刘立,5.7,5
吴茉彤,5.7,1
何志峰,5.7,1
宋妍霏,5.7,1
丁文琪,5.7,1
唐艺纯,5.7,1
梁珍花,5.7,1
韦国春,5.7,1
任鹏_,5.7,1
范俊良,5.7,1
周雨彤,5.7,5
郭金杰,5.7,2
火喻,5.7,1
胡兵,5.7,28
吴博伦,5.7,1
李梦谦,5.7,1
潘亚男,5.7,1
毛佳钰,5.7,1
张欣颜,5.7,2
周晓航,5.7,1
李明_,5.7,1
郭小峰,5.7,1
李峥,5.7,1
张如意,5.7,2
刘李优优,5.7,1
李建桥,5.7,1
夏若妍,5.7,3
林思意,5.7,5
闫笑,5.7,1
孔佳欢,5.7,1
张亿航,5.7,1
杨霖,5.7,2
孙玮伦,5.7,1
袁野,5.7,1
尹淇,5.7,1
赵威霖,5.7,1
张竞达,5.7,6
郭玮洁,5.7,1
李丽红,5.7,1
任真,5.7,1
万紫怡,5.7,1
蒲蔚林,5.7,1
许晓诺,5.7,2
叶超,5.7,1
刘明_,5.7,1
冯俊杰,5.7,1
张天其,5.7,3
朱子奇,5.7,1
杨_宁,5.7,2
田宇鹏,5.7,6
温雯,5.7,1
陈宣铭,5.7,2
王德枫,5.7,1
丁品伟,5.7,1
宝木中阳,5.7,2
孙豪禹,5.7,1
彭杨,5.7,6
李继龙,5.7,1
黄一山,5.7,1
张博涵,5.7,2
袁成杰,5.7,6
关泽强,5.7,1
艾劲,5.7,1
商天娥,5.7,1
张馨心,5.7,1
李小丁,5.7,2
杨淼,5.7,2
马克,5.7,2
小沈龙,5.7,1
梁俊一,5.7,1
侯角,5.7,1
严真,5.7,1
谢霆锋,5.7,2
欧阳鼎诺,5.7,1
彭鸿禹,5.7,1
李梦桐,5.7,1
张凯淋,5.7,1
谭峰,5.7,1
易照博,5.7,1
武红,5.7,1
陈冠霖,5.7,7
申珉熙,5.7,5
孙协志,5.7,2
齐建金,5.7,1
高山流水,5.7,1
贾博容,5.7,1
阿卜力克木·阿卜来提,5.7,1
张宁益,5.7,2
吐尔洪·伊明,5.7,1
尼加提·吐尔逊,5.7,1
阿依夏姆·买合买提,5.7,1
王伟男,5.7,1
洪悦,5.7,1
杜金京,5.7,1
王梁双全,5.7,1
马京,5.7,1
赵显宰,5.7,1
史济普,5.7,3
孙鹏宾,5.7,1
王运,5.7,1
杨钧,5.7,1
许佩云,5.7,1
金燕玲,5.7,2
张晏,5.7,1
田海鹏,5.7,1
李屹,5.7,1
欧阳鑫紫,5.7,1
赵文瑜,5.7,1
窦艺达,5.7,1
欣桐,5.7,1
小叮咚,5.7,1
孙钰,5.7,1
李纪,5.7,1
孟宪_,5.7,1
黄晓虎,5.7,1
李金旺,5.7,1
宋林蔚,5.7,1
孙志敏,5.7,1
肖博方,5.7,1
谷雨,5.7,1
徐艾琳,5.7,1
王曦仪,5.7,1
韦宏,5.7,1
李雅萱,5.7,1
孙丽雅,5.7,1
彭程,5.7,1
刘兆祥,5.7,1
刘志,5.7,1
任琴萍,5.7,1
李峰,5.7,1
李海东,5.7,1
田丹,5.7,1
戴小玲,5.7,1
徐泊云,5.7,1
龚志公,5.7,1
沈雨菁,5.7,1
孙艺珈,5.7,1
王泽豪,5.7,1
江若琳,5.7,4
李忠林,5.7,1
高雨儿,5.7,2
倪帆,5.7,1
杨斐然,5.7,1
锦荣,5.7,2
刘隆菲,5.7,1
陈正华,5.7,1
朱婷婷,5.7,1
于典,5.7,1
单阳光,5.7,1
徐连顺,5.7,1
钟山,5.7,1
柳婷婷,5.7,1
李晓秋,5.7,1
乔晟一,5.7,1
申泽华,5.7,1
任秋诺,5.7,1
张春林,5.7,1
孙学增,5.7,1
孙磊岩,5.7,1
马文波,5.7,1
樊营,5.7,1
宫哲,5.7,1
董涛,5.7,1
冯艺,5.7,1
冯俊彦,5.7,1
信,5.7,1
涂玉芳,5.7,1
马晓云,5.7,1
付忠义,5.7,1
甘勇,5.7,1
王建红,5.7,1
李维善,5.7,1
唐永富,5.7,1
姜锡涛,5.7,1
向秋卓玛,5.7,1
孙悦菡,5.7,1
徐_,5.7,1
罗维伦,5.7,1
卓子,5.7,1
董海松,5.7,1
陆相国,5.7,1
王国刚,5.7,1
龙帅,5.7,1
姜世鹭,5.7,1
刘羽中,5.7,1
张连春,5.7,1
周英男,5.7,1
吕昀峰,5.7,1
贺睿,5.7,1
刘昀,5.7,1
小汤圆,5.7,1
莫才兰,5.7,1
刘忠虎,5.7,1
申奥,5.7,1
汪明荃,5.7,3
冯建宇,5.7,1
龚格尔,5.7,2
李孟羲,5.7,1
王宇奇 Yuqi Wang,5.7,1
秦耀华,5.7,1
_梁博文,5.7,1
米咪,5.7,1
张建峰,5.7,1
____薛翔匀,5.7,1
周采诗,5.7,1
李兴,5.7,1
钱大伟,5.7,1
马会春,5.7,1
陈雨成,5.7,1
查杰,5.7,1
大康,5.7,1
韩昕妤,5.7,1
宋波,5.7,1
曾志伟,5.69,15
张丹峰,5.69,16
应昊茗,5.69,8
宣萱,5.69,7
唐禹哲,5.68,4
魏晨,5.68,4
潘时七,5.68,4
王紫璇,5.68,5
梁婧娴,5.68,6
李卓霖,5.68,5
任东霖,5.68,16
王玲玉,5.68,5
杜俊泽,5.68,9
张宇,5.67,3
隋咏良,5.67,7
蒋林珊,5.67,3
张天霖,5.67,7
原雨,5.67,6
金世佳,5.67,7
张大伟,5.67,3
陈若轩,5.67,11
廖碧儿,5.67,6
许瑶璇,5.67,3
孙大川,5.66,5
秦子越,5.66,5
胡冰卿,5.66,8
李曼,5.66,14
韩栋,5.66,31
肖光奕,5.66,5
李昕芸,5.65,2
任柯诺,5.65,6
周牧茵,5.65,11
颜景瑶,5.65,2
樊野,5.65,2
金梦杨,5.65,2
易柏辰,5.65,2
曹煜辰,5.65,2
张卫健,5.65,11
汪聪,5.65,2
张兴哲,5.65,2
林子聪,5.65,11
裴立言,5.65,2
钟卫华,5.65,8
何育骏,5.65,2
杨紫茳,5.65,4
周晓海,5.65,2
高_睿,5.65,2
罗漩,5.65,2
白卉子,5.65,4
马秋子,5.65,4
张家骏,5.65,2
李进荣,5.65,19
文静,5.65,6
翟子陌,5.65,2
颖儿,5.64,23
徐佳,5.64,9
经超,5.64,13
周放,5.64,9
韩立,5.64,5
陈保元,5.63,3
章雯淇,5.63,3
张钧涵,5.63,7
李思博,5.63,3
吴启华,5.63,9
辉灿,5.63,3
谢祖武,5.63,10
欧豪,5.63,3
王瑞昌,5.63,3
马歌,5.62,5
方小月,5.62,4
熊梓淇,5.62,5
李子轩,5.62,5
高强,5.62,4
杨舒,5.62,8
朱泳腾,5.62,36
马飞,5.62,4
木幡龙,5.62,4
周铁,5.62,4
史光辉,5.62,6
吕佳容,5.62,15
邵美琪,5.62,6
康磊,5.62,6
彭昱畅,5.62,5
钱泳辰,5.62,21
马天宇,5.61,19
张伦硕,5.61,7
杨紫彤,5.61,7
冯静恩,5.6,1
张景琪,5.6,1
金希澈,5.6,1
杨悦心,5.6,1
徐荷媛,5.6,1
蓝燕,5.6,5
李_均,5.6,1
梁超,5.6,5
李冲,5.6,1
李斯宁,5.6,1
李俊赫,5.6,1
郭雪芙,5.6,1
苏__,5.6,2
谭_敏,5.6,1
茹　萍,5.6,1
李多海,5.6,1
林强,5.6,2
崔始源,5.6,2
刘恩佑,5.6,12
王美人,5.6,3
董昕_,5.6,2
赵圆瑗,5.6,6
俞灏明,5.6,11
杨若翎,5.6,1
仓田保昭,5.6,3
陈凤,5.6,2
茅子俊,5.6,14
陈德修,5.6,2
潘辰,5.6,1
潘迎紫,5.6,1
代超,5.6,3
肜耀忠,5.6,1
马达,5.6,1
提爱民,5.6,1
宋晏舟,5.6,1
郑子寒,5.6,1
阿财,5.6,1
辣目洋子,5.6,1
陈晓,5.6,13
张心怡,5.6,1
王敏,5.6,1
潘胤蜚,5.6,1
潘阳,5.6,4
刘俊哲,5.6,1
盛超,5.6,4
王菲洋,5.6,1
唐可,5.6,1
王天龙,5.6,1
高洪涛,5.6,1
皮逸嘉,5.6,1
钉铛,5.6,1
解惠清,5.6,5
池珍熙,5.6,1
姜辉,5.6,1
赵晋德,5.6,1
徐剑,5.6,1
盛卓新,5.6,1
尊龙,5.6,1
殷杰,5.6,1
邱敏,5.6,1
郑茜,5.6,2
罗云熙,5.6,7
张楷依,5.6,2
杨洋,5.6,20
傅程鹏,5.6,17
任正彬,5.6,1
李修蒙,5.6,5
孙宝珠,5.6,1
张艺骞,5.6,1
崔煜林,5.6,1
李晟,5.6,19
李嘉熙,5.6,2
杜冯欣怡,5.6,1
上官瞳,5.6,1
楚轶男,5.6,3
陈浩民,5.6,28
徐海为,5.6,1
赵康玮,5.6,1
张星宇,5.6,1
钟正,5.6,1
黄浩霆,5.6,1
李向哲,5.6,1
吕星辰,5.6,4
乙帅,5.6,1
张蓉蓉,5.6,1
蒋宇扬,5.6,1
纳瓦·君拉纳拉,5.6,2
邢宇菲,5.6,1
崔璨,5.6,2
翁虹,5.6,26
金亮,5.6,1
候迪,5.6,1
曾帅,5.6,1
于白水,5.6,3
姚懿宸,5.6,3
宣言,5.6,2
李梓溪,5.6,1
刘炫锐,5.6,1
王艺凝,5.6,1
崔浩博,5.6,1
刘芙伶,5.6,1
赵一州,5.6,1
佟小虎,5.6,2
李文骁,5.6,1
欧德心,5.6,1
张驰,5.6,1
陈紫涵,5.6,2
臧洪娜,5.59,7
王君平,5.59,7
杨婷婷,5.59,8
赵荀,5.59,7
古巨基,5.58,5
谭耀文,5.58,17
刘惠,5.57,3
徐麒雯,5.57,7
张维娜,5.57,3
孟秀,5.57,3
石修,5.57,4
海铃,5.57,4
钟楚曦,5.57,3
闵政,5.57,3
戴燕妮,5.57,3
张雯,5.57,9
金珈,5.57,6
袁姗姗,5.56,20
明道,5.56,16
潘长江,5.56,15
张家俊,5.55,2
栗梅,5.55,2
宋珉宇,5.55,2
黄德斌,5.55,2
刘恩尚,5.55,2
王中皇,5.55,2
廖望,5.55,2
金美伶,5.55,2
郑逸桐,5.55,13
郭俊辰,5.55,2
李添诺,5.55,2
曲尼次仁,5.55,2
刘_,5.55,2
王喜,5.55,4
季东燃,5.55,2
李梅可,5.55,2
安钦夫,5.55,2
王焕鑫,5.55,2
张家鼎,5.55,2
张浩然,5.55,2
张笑语,5.55,2
陶洋,5.55,2
王智,5.54,5
闵春晓,5.54,5
朴海镇,5.54,5
季肖冰,5.54,9
袁中方,5.54,5
杨金承,5.54,5
孙艺洲,5.54,20
王品一,5.53,3
李思澄,5.53,3
陈美琪,5.53,3
陈秀丽,5.53,12
何晟铭,5.53,16
杨珑,5.53,3
曹梦,5.53,3
袁志博,5.53,7
姜大卫,5.53,3
苑琼丹,5.53,19
葛子铭,5.53,3
文咏珊,5.53,6
陈亦飞,5.53,7
冉旭,5.53,3
俞小凡,5.53,15
赖晓生,5.52,4
高以翔,5.52,5
周韦彤,5.52,4
秦丽,5.52,4
贡米,5.52,8
洪卫,5.52,4
王强,5.52,12
弦子,5.52,5
蓝正龙,5.52,4
张嘉倪,5.51,16
温升豪,5.51,7
张雪迎,5.51,8
张世忠,5.5,1
崔智友,5.5,1
陆其昌,5.5,1
张鑫,5.5,4
李金南,5.5,1
卓煜茜,5.5,2
万胜利,5.5,1
厉娜,5.5,5
崔建,5.5,1
宋国锋,5.5,2
赵娇娜,5.5,2
米国强,5.5,1
岳以恩,5.5,2
王铮亮,5.5,1
邢菲,5.5,4
梁军,5.5,1
潘琼,5.5,1
包蕙兰,5.5,1
袁志顺,5.5,1
季桑桑,5.5,1
韩喜全,5.5,1
金有明,5.5,1
常学仁,5.5,1
薛小龙,5.5,1
耿咏,5.5,1
车小同,5.5,1
王均,5.5,1
庄玉婷,5.5,1
王昊,5.5,2
朱德喜,5.5,1
崔嵬,5.5,1
邱启明,5.5,1
肖明,5.5,1
菅爱,5.5,1
张海平,5.5,1
田海朋,5.5,1
周靖浩,5.5,1
焦建伟,5.5,1
童小梅,5.5,1
侯天悦,5.5,1
齐中豪,5.5,1
张国峰,5.5,1
罗霆,5.5,1
杨文哲,5.5,2
马如风,5.5,1
赵飞,5.5,1
程铮,5.5,1
李梦阳,5.5,1
姜海明,5.5,1
钱佩怡,5.5,1
李舜,5.5,1
李淑静,5.5,1
林宇中,5.5,1
周敬峰,5.5,1
蔡婷婷,5.5,1
蔡文艳,5.5,1
赵煊,5.5,1
贺莹,5.5,1
张依茹,5.5,1
陈瑾如,5.5,2
马娅舒,5.5,2
洋光,5.5,3
孙磊,5.5,3
樊春雷,5.5,1
郭婷婷,5.5,1
齐中好,5.5,1
王国富,5.5,1
陈瑞加,5.5,1
黄梦莹,5.5,5
韩涛,5.5,1
王洪,5.5,1
卢军,5.5,1
蒋珊珊,5.5,1
郑晓明,5.5,2
侯江龙,5.5,1
齐景斌,5.5,1
老钱,5.5,1
曾维国,5.5,1
王天辰,5.5,2
高景武,5.5,1
石天硕,5.5,3
丁笑宜,5.5,1
刘家栋,5.5,1
菅纫姿,5.5,6
贾世俊,5.5,1
范国伦,5.5,1
迟平基,5.5,1
童剑刚,5.5,1
祝普恭,5.5,1
薛喜龙,5.5,1
袁闲,5.5,1
林明伟,5.5,1
_崎壮玄,5.5,1
王宥胜,5.5,1
郭书瑶,5.5,1
曹永廉,5.5,1
柯佳_,5.5,1
姚夏,5.5,1
成方旭,5.5,1
陈智明,5.5,1
贺韵馨,5.5,1
白海涛,5.5,2
金一帆,5.5,1
夏阳,5.5,1
陆婷,5.5,1
刘盼,5.5,1
武艳芬,5.5,1
马师红,5.5,1
刘一_,5.5,1
王英哲,5.5,1
徐家页,5.5,1
顾琛,5.5,1
宋沂诺,5.5,1
伍麟凯,5.5,2
蒋俐玮,5.5,1
袁紫侨,5.5,1
金俊秀,5.5,1
朱薇薇,5.5,1
全思颖,5.5,1
卢蒽洁,5.5,1
亦涵,5.5,1
张萍娟,5.5,1
范梦,5.5,1
郝帅,5.5,3
张秀婷,5.5,1
山下智博,5.5,1
杜葳,5.5,1
杨鹏,5.5,1
李佳熹,5.5,1
付彦丹,5.5,1
曲刚,5.5,1
栗坤,5.5,1
蔡刚,5.5,1
朱荣荣,5.5,1
鲁敏宇,5.5,1
吴姗姗,5.5,1
官鸿,5.5,3
王为念,5.5,1
陆翊,5.5,1
林枫松,5.5,3
沙杰,5.5,1
郑锴,5.5,1
黄正音,5.5,1
冯晓泉,5.5,1
朴基雄,5.5,1
符馨尹,5.5,1
张宥浩,5.5,2
高奕,5.5,2
刘雪儿,5.5,1
何洁,5.5,3
赵忠祥,5.5,1
林志玲,5.5,1
吕云骢,5.5,1
李奕泽,5.5,1
周艳泓,5.5,1
安笑歌,5.5,2
张子嫣,5.5,1
李谷一,5.5,1
胡国雄,5.5,1
曾格格,5.5,1
秦杉,5.5,1
王孝天,5.5,1
范勤辉,5.5,1
霍舒哲,5.5,1
杨千霈,5.5,1
罗璇,5.5,1
李中坚,5.5,1
商忆沙,5.5,1
陈楠,5.5,1
王思予,5.5,1
汤镇业,5.49,27
叶青,5.49,15
田丽,5.49,13
何明翰,5.49,15
徐冬冬,5.48,6
杜奕衡,5.48,10
姜鸿,5.48,13
徐黄丽,5.48,6
习雪,5.48,12
万沛鑫,5.48,4
陈司翰,5.48,5
代斯,5.47,3
